date,ann_vol_1m_%,skew_1m,kurt_1m,max_ret_1m,min_ret_1m,streak_up_1m,streak_down_1m,RSI14_last,MA_GAP50_last,MACD_hist_last,high_vol,ECSU,vix_close,Annual_CPI,Oil,Current_Account,Gold_Reserve,Forex_Reserve
2011-12-31,8.375154713752693,-0.6873806144483812,-0.1673962208632975,0.0091743119266056,-0.0102718078381796,6,3,79.9292661361627,4.251583881791987,0.0020857172996221,0,381.1046041906813,23.4,10.45,10809.0,-6448.0,9888.0,78330.0
2012-01-31,8.021700604134576,-0.4474953702025205,0.0218284285547301,0.0062536747020149,-0.0155573815393043,2,6,13.126709206927828,-3.647562641192237,-0.0073242788943219,0,121.1442855049674,19.44,10.61,11026.0,-5712.0,10095.0,76327.0
2012-02-29,9.713973535767948,-0.0268770834542706,-1.345074435018186,0.0089757427711185,-0.0100530578050823,5,4,53.83502170767001,-3.3169085624161543,0.0041739476156499,0,122.07700106074276,18.43,10.43,12223.0,-4183.0,11090.0,77725.0
2012-03-31,7.519056342096027,-0.0320950533331985,-1.3375725746569316,0.0078559003422928,-0.0069949636261891,5,7,48.94795127353267,0.0519312349517298,-0.0019609287242838,0,117.40519533129444,15.5,10.43,12341.0,-6212.0,11198.0,80149.0
2012-04-30,5.98313193316941,0.0265333655445635,-0.5661576978905947,0.0069182743686371,-0.0077163945426079,3,4,32.02846975088964,-1.1795637991914854,-0.0039241150094987,0,174.53546027484555,17.15,11.14,11866.0,-4384.0,12783.0,80206.0
2012-05-31,8.335118769077908,1.152544487420888,0.0300140511725022,0.0139455782312925,-0.0038963147356458,2,2,76.82801235839338,2.336236986135209,0.0024775392788917,0,184.46146639650837,24.06,8.28,10386.0,-5036.0,13050.0,78595.0
2012-06-30,9.481781828105332,0.1508438106315839,-1.135697886761759,0.0100578597307088,-0.0101868497031105,3,6,45.13422818791945,0.7710997258778551,-0.0010106440836092,0,191.1218132947658,17.08,8.87,9417.0,-3601.0,12438.0,83050.0
2012-07-31,5.626493633090641,0.437897264254804,-0.7458775210012143,0.0074221779107124,-0.0051668224042212,4,4,43.33800841514735,-0.660979382405269,0.0006150771456766,0,120.3580404909035,18.93,9.07,10593.0,-2609.0,14712.0,84324.0
2012-08-31,5.9821863364978665,-0.2901775973450785,0.0518255692121725,0.0079382702342623,-0.0081776991932811,4,2,77.08333333333317,0.5742987993344162,0.002646095838623,0,171.9821387526716,17.47,8.88,11393.0,356.0,15706.0,92996.0
2012-09-30,5.832066955184147,-0.3050683720465865,-0.7522477885448797,0.0050212006248604,-0.0082882086418389,2,3,39.87500000000007,-0.6545724085357363,-0.001369284399926,0,125.53739853261808,15.73,9.19,11136.0,-1088.0,17289.0,94800.0
2012-10-31,4.881850754283985,0.6257137212479141,0.1641133284470726,0.0071942446043167,-0.004485049833887,3,5,53.41130604288484,-0.076548441850921,-0.0007032765738326,0,164.5030877017068,18.6,7.8,10989.0,-841.0,18015.0,96678.0
2012-11-30,4.246341043511523,0.0598866650476044,0.6306777664986933,0.0047860203684122,-0.0067643112701252,4,6,48.501362397820046,-0.5335136927023476,-0.0005788400665792,0,162.2882517199835,15.87,6.37,11084.0,-3855.0,18200.0,100166.0
2012-12-31,3.318405874035853,0.7826123954506938,1.3223334445819592,0.0059387080508712,-0.0035840286722294,3,4,49.76851851851829,-0.0508896765380906,0.00124532928313,0,154.76178973159497,18.02,6.16,1108.0,-4631.0,19970.0,100320.0
2013-01-31,4.04147500727891,-0.1878864072357473,-0.5180678870516386,0.0039854055571146,-0.0062694154193729,4,6,41.83673469387754,-0.8262514982963043,0.0006733023307555,0,165.24435254377005,14.28,7.31,11555.0,-5408.0,19793.0,103550.0
2013-02-28,5.078737661420847,0.1463058630097213,0.1897034381680167,0.0084869604316546,-0.0049339306981229,6,3,80.3680981595095,1.7625255925829642,0.0048494680242822,0,157.9740284379203,15.51,7.03,1122.0,-4663.0,20168.0,104437.0
2013-03-31,4.2227480522968674,-0.2809922925506368,-0.8394278171928051,0.0044491407596907,-0.005198539984515,3,2,68.42105263157875,1.5756808701184122,-0.0005288932422131,0,319.7922723045415,12.7,7.29,10846.0,-4635.0,21037.0,105650.0
2013-04-30,4.033963535712145,-0.7625841680907239,0.0416326656321772,0.003125,-0.0069848661233994,5,3,58.33333333333341,-0.2377431375659822,0.0005936362213592,0,154.73436385292766,13.52,6.13,10153.0,-6507.0,21974.0,113269.0
2013-05-31,5.389157306260244,-0.0010805944968087,-0.7345466562409757,0.0084233261339092,-0.0039982710179382,8,2,84.91561181434601,3.0563554818594296,0.0038256181968316,0,166.67528147842546,16.3,6.51,10043.0,-5864.0,20075.0,108773.0
2013-06-30,10.731154193065198,0.4113811532540548,0.4695945133832304,0.0188378880339612,-0.009748643094272,6,3,63.6484687083889,4.315707116334777,0.0032975506649354,1,158.10768470400208,16.86,8.3,10249.0,-3425.0,16999.0,105566.0
2013-07-31,8.17273504538769,0.9724729492554258,0.9478353977208108,0.0136103896103896,-0.0083639330885353,2,4,40.93023255813951,1.006501808852689,-0.0033746470867068,0,164.3382968884789,13.45,8.88,10789.0,-4273.0,17865.0,104303.0
2013-08-31,9.726795951147546,0.3621199911420262,0.1275024052097451,0.0163853518902381,-0.0088259441707717,9,1,91.32420091324197,6.096231559121068,0.011071114446857,0,312.8442030708306,17.01,8.17,11597.0,-59.0,22045.0,108615.0
2013-09-30,15.869380927660142,-0.794501384878702,-0.138099025042071,0.0126256374709115,-0.0250261727902687,6,4,49.02867715078632,3.058164292252674,-0.0018102691322174,1,162.6053876227656,16.6,7.88,10785.0,-1023.0,22176.0,108884.0
2013-10-31,7.133741178927679,-1.2082744447167142,1.0976264075631352,0.0046474035158616,-0.0129399078521714,2,7,40.03906249999999,-0.4433402026412514,-0.0003782507379591,0,157.95827832579934,13.75,7.71,10753.0,-2628.0,21537.0,112731.0
2013-11-30,7.530821798308238,-0.5002513837353891,-0.2579316042325299,0.0084796788760661,-0.0097024899757436,6,5,45.743766122098215,0.5702782296684195,-0.0028197292818075,0,160.0275628790453,13.7,7.32,11107.0,-3183.0,20335.0,114282.0
2013-12-31,13.58980524857486,1.572700938079672,3.669943311855703,0.0308659617033437,-0.0120598835597449,5,3,75.73879885605352,5.039704920030119,0.0092204168607691,1,163.17051628164467,13.72,7.4,10995.0,-7661.0,20872.0,112002.0
2014-01-31,19.869618438309622,-0.9326175391141156,1.6503823178276456,0.0252761066714555,-0.0328504473796336,10,2,64.76787240102531,7.413037629603991,-0.0004991871850798,1,117.2540751540032,18.41,7.75,10816.0,-4459.0,19615.0,104627.0
2014-02-28,10.145956715651746,0.6966141650200103,-0.5635189641996683,0.0118444846292946,-0.0100058329968142,3,6,54.80822679266261,1.7330341916082626,-0.0007528941697488,1,107.00789181685596,14.0,7.89,10898.0,-2631.0,21242.0,106453.0
2014-03-31,9.748875353032266,0.364454320893414,-0.5078987402256363,0.0112267250821469,-0.0095612545795727,3,4,42.350486787204346,-1.5916335394086545,-0.0040983537758214,0,105.68692085854924,13.88,8.39,10595.0,-3172.0,20631.0,105897.0
2014-04-30,9.126176896422672,-0.695397178856093,0.2634448694388203,0.0087489895868004,-0.0155893882760506,3,3,64.18439716312058,-2.7110502603022724,0.0032574810703858,0,100.89312898705722,13.41,9.38,10863.0,-4010.0,20658.0,108989.0
2014-05-31,7.13510587554182,0.3890854131134282,0.130801732679231,0.0101888787427306,-0.0083969465648856,4,6,58.84732052578362,-1.7507575303012168,0.0038191403366243,0,116.23954207420924,11.4,9.66,10921.0,-2382.0,20251.0,110337.0
2014-06-30,8.37090029182078,-0.2405791202960259,-1.0206416578618347,0.0086919350242233,-0.0090883271797784,5,3,67.35474006116206,0.7016736587864614,0.001317742807937,0,114.1588715049526,11.57,9.16,11103.0,-3181.0,20651.0,111901.0
2014-07-31,5.2031710603547605,-2.1467242321768505,5.665173914478968,0.0037678975131876,-0.0122071923457605,2,5,18.412698412698447,-1.0194673679755684,-0.0044412188602665,0,113.85033269808444,16.95,9.32,10494.0,-613.0,21488.0,111738.0
2014-08-31,10.81659064691363,1.2013045655751324,1.4467937245615443,0.0198033975949609,-0.0089310376576743,4,2,46.5292841648589,1.1175312718267882,-0.001003135375498,1,235.91364200377132,11.98,9.54,10112.0,331.0,21151.0,112929.0
2014-09-30,7.521552041871137,0.4331660619848883,-0.7549744331616601,0.0126465429705528,-0.0044873538210498,4,2,81.3380281690141,4.959340323879791,0.0054171236768761,0,122.41257331723044,16.31,8.86,9467.0,-200.0,21651.0,112773.0
2014-10-31,8.429028338168761,-0.2396355548542943,0.3102922610739766,0.0095516052003183,-0.0133938309846864,1,3,32.644272179155976,-0.1266234875777705,-0.0077758753894257,0,120.31406905651292,14.03,8.96,8417.0,-1381.0,19577.0,112710.0
2014-11-30,9.556728802746711,0.638067402413003,0.1062810656730999,0.0143131047398223,-0.0105064181466502,3,5,27.550200803212874,-1.2838570700226648,-0.0024884615703232,0,225.68421826655333,13.33,9.15,7189.0,-4678.0,20281.0,113159.0
2014-12-31,12.88337559557807,0.4612002162952506,1.3653436300601571,0.0210109360199775,-0.0178933153274815,3,5,66.53476540418313,2.6603299802634206,-0.0006135524801099,1,132.58599874218936,19.2,8.17,5527.0,-5734.0,20134.0,106314.0
2015-01-31,11.260381807886178,0.6260082368518616,-0.7495373411669508,0.0166075050709939,-0.0076833927115079,2,7,74.18582375478915,4.5389284423061005,0.0061798675544218,1,141.07929968541532,20.97,7.24,4752.0,-1540.0,20888.0,109639.0
2015-02-28,12.235119273261876,0.8317301666791563,0.2359187908461941,0.0211186746493889,-0.0083433614119534,2,4,60.43131739334271,4.251772796547182,-0.00361068467522,1,137.04769253909225,13.34,7.55,6189.0,-2824.0,19843.0,108641.0
2015-03-31,12.225114786374457,-0.0510565343321129,-0.6019998807600664,0.0159890001964249,-0.0115100236298498,8,2,45.96658711217183,4.589055286728949,-0.0061889065280532,1,298.38227760643304,15.29,7.61,5369.0,-4190.0,19948.0,103474.0
2015-04-30,11.589225968433109,-0.4602255679251157,0.1739558332061754,0.0126633986928104,-0.0172938116000438,8,4,65.40930979133228,2.710681572259954,-0.001523402514777,1,145.7713615585619,14.55,7.91,639.0,-3162.0,19267.0,102801.0
2015-05-31,14.504254185073984,0.2373235205148776,-0.2393622116278022,0.0207088360205962,-0.0142593777042026,5,5,41.80098107918717,0.65693408544234,-0.0016625908703361,1,138.38027266780125,13.84,8.09,6316.0,-3299.0,19322.0,101329.0
2015-06-30,16.895664943003393,2.20409122272319,6.4393759429280735,0.0397241792834657,-0.0131651527966756,5,2,34.19023136246777,0.2732727070840157,-0.0079463047998459,1,139.38615451447532,18.23,7.2,6031.0,-2330.0,19138.0,100771.0
